Time,T° 600,A1,A2,A3,A4,A5,A6,A7,A8,B1,B2,B3,B4,B5,B6,B7,B8,C1,C2,C3,C4,C5,C6,C7,C8,D1,D2,D3,D4,D5,D6,D7,D8,E1,E2,E3,E4,E5,E6,E7,E8,F1,F2,F3,F4,F5,F6,F7,F8
23:30:00,24.4,0.08,0.083,0.08,0.08,0.082,0.082,0.083,0.083,0.084,0.193,0.128,0.2,0.126,0.193,0.127,0.082,0.081,0.128,0.129,0.126,0.125,0.127,0.125,0.088,0.081,0.256,0.127,0.229,0.125,0.257,0.126,0.081,0.082,0.124,0.132,0.161,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.086,0.083,0.082,0.093
24:00:00,24.4,0.08,0.083,0.08,0.08,0.082,0.083,0.083,0.083,0.084,0.195,0.128,0.201,0.126,0.194,0.127,0.082,0.082,0.128,0.129,0.126,0.126,0.127,0.126,0.088,0.081,0.256,0.127,0.223,0.125,0.25,0.126,0.082,0.082,0.124,0.132,0.185,0.126,0.126,0.129,0.099,0.09,0.083,0.082,0.081,0.086,0.083,0.083,0.093
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,3,4,5,6,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A,-0.167,0.2,0.133,0,-0.033,0.033,-0.033,0.033,Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,R-Squared [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15:45:00,21:15:00,2:15:00,0:15:00,0:15:00,10:15:00,0:15:00,10:15:00,t at Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16:00:00,21:05:00,2:00:00,?????,0:00:00,10:00:00,0:00:00,10:00:00,Lagtime [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B,0.433,-0.567,0.033,-0.533,0,0.333,0.033,0.033,Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,R-Squared [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:15:00,14:15:00,3:15:00,12:45:00,0:15:00,5:15:00,0:15:00,0:15:00,t at Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0:00:00,15:21:11,3:00:00,15:00:00,?????,4:06:00,0:00:00,0:00:00,Lagtime [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,0.033,0.033,0.033,0.033,0.033,0.033,-0.033,0.033,Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,1,1,1,1,1,1,R-Squared [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17:45:00,1:15:00,8:15:00,5:15:00,12:45:00,2:15:00,16:45:00,12:45:00,t at Max V [600],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
